age,capital-gain,capital-loss,hours-per-week,workclass_n,education_n,marital-status_n,occupation_n,relationship_n,race_n,gender_n,native-country_n,income_n
27,0,0,40,3,7,4,4,1,4,0,38,1
44,3137,0,30,3,11,2,6,5,4,0,38,0
37,0,0,40,5,12,2,10,0,4,1,38,0
39,0,0,60,3,11,2,3,0,4,1,38,0
18,0,0,20,3,2,4,12,3,2,0,38,0
42,0,0,40,3,11,2,6,0,4,1,38,1
49,0,0,40,3,9,2,3,0,4,1,38,1
35,0,0,36,3,11,0,6,4,2,0,38,0
43,0,0,99,3,11,2,14,0,1,1,38,0
43,99999,0,60,3,14,2,10,0,4,1,38,1
31,0,0,40,3,15,2,3,0,4,1,38,1
27,0,0,40,3,9,4,8,1,4,1,38,0
46,0,0,40,0,15,0,1,1,4,0,38,0
54,0,0,44,3,11,2,12,0,4,1,38,0
37,0,0,40,3,15,2,1,0,2,1,22,1
53,4386,0,40,1,15,2,11,0,4,1,38,1
26,0,0,20,3,15,4,1,1,1,1,29,0
59,0,0,55,4,14,2,10,0,4,1,38,1
36,0,0,40,0,15,5,1,1,2,1,38,0
32,0,0,40,3,11,2,7,0,4,1,38,1
53,0,0,40,1,12,2,10,0,4,1,38,1
26,0,0,40,3,11,4,1,3,2,0,38,0
35,0,0,40,3,11,1,8,5,4,0,38,1
48,0,0,40,3,11,0,4,4,1,0,38,0
30,0,0,40,1,15,5,6,1,2,1,38,0
38,7688,0,40,3,2,2,3,0,4,1,38,1
58,0,0,10,5,11,2,4,5,4,0,38,1
44,0,0,32,3,11,3,14,1,3,1,1,0
30,0,0,40,3,8,5,10,4,4,0,38,0
68,0,0,10,5,11,2,4,0,4,1,38,0
26,0,0,40,1,9,4,10,3,2,0,38,0
26,0,0,40,1,9,4,10,3,4,0,38,0
41,0,0,40,3,3,2,7,0,4,1,25,0
43,15024,0,40,6,9,2,10,0,1,1,38,1
48,0,0,47,3,9,0,4,1,4,1,38,0
55,0,0,37,3,11,0,12,1,4,0,38,0
50,0,0,40,5,15,0,4,4,1,0,38,0
41,0,1485,50,3,1,2,3,0,4,1,38,1
52,0,0,36,3,11,2,12,0,4,1,38,0
24,0,0,40,7,11,2,0,5,4,0,25,0
31,0,1902,40,5,11,2,3,0,4,1,38,1
54,0,0,38,1,8,2,11,0,4,1,38,1
31,0,0,25,5,12,5,13,1,4,0,38,0
31,0,0,50,4,9,2,4,0,4,1,38,1
47,0,0,40,3,11,2,3,0,4,1,38,1
40,0,0,40,3,8,2,10,0,4,1,38,1
46,0,0,48,6,15,0,1,4,4,0,38,0
45,0,0,40,3,11,0,7,1,4,0,38,0
39,0,0,25,3,0,4,8,4,4,0,25,0
34,0,0,18,1,15,4,1,4,4,0,38,0
48,8614,0,60,7,15,4,0,1,4,1,38,1
19,0,0,20,7,15,4,0,3,4,0,38,0
56,0,0,40,3,15,4,1,1,4,0,1,0
47,0,0,40,3,11,5,10,2,3,0,32,0
35,0,0,40,3,15,2,8,5,4,0,38,1
25,0,0,40,3,15,2,3,0,4,1,3,0
43,0,0,40,1,9,5,10,4,4,0,38,0
59,0,0,37,3,9,2,12,0,4,1,38,1
66,0,0,10,7,5,0,0,1,4,1,38,0
63,0,0,60,3,5,2,14,0,4,1,38,1
32,0,0,37,3,15,3,14,1,4,0,38,0
58,0,0,40,7,9,6,0,1,4,0,38,0
43,0,0,50,4,8,2,4,2,4,1,38,1
27,0,0,52,3,11,4,1,1,4,0,38,0
21,0,0,32,3,2,4,6,3,4,1,38,0
44,0,0,60,0,15,0,4,4,4,1,38,1
40,0,0,60,5,11,2,3,0,4,1,38,0
65,0,0,40,3,11,6,1,4,4,0,38,0
50,0,0,45,3,15,2,1,0,4,1,38,1
18,0,0,20,7,11,5,0,3,4,1,38,0
51,0,0,40,6,12,4,10,1,4,1,38,1
44,0,0,40,0,15,0,1,4,2,0,38,0
20,0,0,13,3,15,4,12,3,4,0,38,0
29,0,0,40,3,8,4,4,1,4,1,38,0
50,0,0,50,3,8,2,3,0,4,1,38,1
50,5178,0,40,1,11,2,4,0,4,1,38,1
43,0,0,40,3,0,2,1,0,4,1,38,0
23,0,0,40,3,9,4,13,1,4,0,38,0
41,0,0,40,3,11,2,14,0,4,1,38,0
30,0,0,30,7,15,2,0,5,4,0,38,0
58,0,0,25,5,9,2,5,0,4,1,38,0
50,0,0,40,6,8,2,10,0,4,1,38,0
37,0,0,65,5,9,2,3,0,4,1,38,1
21,0,0,24,3,11,4,5,3,4,1,38,0
33,0,0,20,3,11,2,12,5,4,0,38,0
52,0,0,45,3,15,0,1,4,4,0,38,0
47,0,0,40,3,11,2,14,0,4,1,38,0
45,14084,0,45,5,9,4,12,1,4,1,38,1
34,0,0,40,3,15,2,3,0,4,1,38,1
39,0,0,40,3,15,2,12,0,4,1,29,1
31,0,0,15,3,15,0,8,1,4,0,38,0
19,0,0,40,7,15,4,0,1,4,1,38,0
45,0,0,45,3,15,0,13,1,4,0,38,0
45,0,0,3,5,8,2,11,0,4,1,38,0
34,4416,0,30,3,11,4,7,1,4,1,38,0
27,0,0,35,3,1,3,12,3,1,1,18,0
37,0,0,40,3,11,0,12,4,4,0,38,0
20,0,0,20,3,11,4,1,3,2,0,38,0
32,13550,0,48,3,9,4,4,1,4,1,38,1
24,0,0,55,3,3,4,6,1,4,1,25,0
39,0,0,40,3,11,2,6,0,4,1,38,0
18,0,0,30,3,15,4,12,3,4,0,38,0
62,0,0,80,5,15,2,5,0,4,1,38,0
24,0,0,40,3,9,5,4,1,4,0,38,0
37,0,0,45,3,11,2,14,0,4,1,38,0
46,0,0,25,3,9,6,1,1,4,0,38,0
44,0,0,40,3,11,0,3,1,4,1,38,0
53,0,2559,48,3,11,4,12,1,4,1,38,1
25,0,0,35,3,9,4,6,3,4,1,38,0
44,0,0,45,3,14,2,7,0,4,1,38,0
24,0,0,50,3,9,4,12,1,4,1,38,0
61,0,0,20,3,11,2,14,0,4,1,38,0
45,0,0,40,1,12,0,10,4,4,0,38,0
33,0,0,48,5,15,4,3,3,4,1,38,0
48,15024,0,45,3,9,2,10,0,4,1,38,1
26,0,0,30,1,11,4,6,3,0,1,38,0
40,0,0,32,7,11,0,0,1,2,0,38,0
68,20051,0,40,3,9,2,12,0,4,1,38,1
24,0,1762,40,3,11,0,11,3,4,0,38,0
25,0,0,60,7,9,2,0,0,4,1,38,0
31,0,0,50,1,9,4,10,1,4,0,38,0
55,0,0,38,3,15,0,8,4,4,0,38,0
46,0,0,38,3,7,0,12,4,4,0,38,0
58,0,0,38,3,9,0,4,1,4,1,38,0
56,0,0,40,3,11,6,8,4,4,0,38,0
45,0,0,55,0,9,4,1,1,4,1,38,1
24,0,0,40,3,9,4,4,4,4,1,38,1
35,0,0,56,1,11,0,5,3,1,1,38,0
51,0,0,40,3,11,2,13,0,4,1,38,1
47,15024,0,55,3,14,2,10,0,4,1,38,1
17,0,0,10,3,1,4,1,2,4,0,38,0
21,0,0,40,3,0,4,10,4,2,0,38,0
45,0,0,40,3,9,4,10,1,4,0,38,1
42,5178,0,50,3,11,2,12,0,4,1,38,1
56,0,0,40,3,2,6,8,4,2,0,38,0
39,0,0,40,3,11,2,6,0,4,1,38,0
31,0,0,40,3,5,4,7,1,3,0,25,0
20,0,0,40,0,15,4,13,1,4,1,38,0
65,1797,0,21,5,4,2,5,0,4,1,38,0
44,0,0,45,3,15,2,10,0,4,1,38,0
33,0,0,40,3,11,2,3,0,4,1,38,0
25,0,0,45,3,9,2,10,0,4,1,38,1
38,0,0,50,3,11,2,4,0,4,1,38,0
31,0,1741,40,1,0,4,14,2,4,1,38,0
33,0,0,20,5,9,2,12,3,4,1,38,0
49,0,0,40,5,11,0,8,4,4,0,38,0
28,0,0,40,3,11,4,4,3,4,0,38,0
29,0,0,40,3,11,2,3,0,4,1,38,0
23,0,0,20,3,8,4,8,3,4,1,38,0
37,0,0,5,5,9,2,10,0,4,1,38,1
52,0,0,37,3,15,4,10,1,4,1,38,1
27,0,0,40,3,11,4,7,1,4,1,38,0
47,7688,0,55,3,15,2,3,0,4,1,38,1
21,0,0,40,3,11,4,1,1,4,0,38,0
41,0,0,40,0,9,2,1,5,1,0,29,1
61,0,0,40,3,15,2,1,0,4,1,38,1
32,0,0,40,3,9,2,10,0,1,1,38,1
21,0,0,40,3,15,4,12,1,4,1,38,0
63,0,0,40,3,2,2,12,0,4,1,38,1
34,0,0,42,3,15,2,8,0,4,1,38,0
21,0,0,10,6,7,4,13,3,4,1,38,0
44,0,0,33,3,11,0,8,4,4,0,38,0
26,0,0,35,3,9,4,4,1,1,1,34,0
36,0,0,50,3,12,2,4,0,4,1,38,1
39,0,0,40,3,9,4,10,1,4,1,38,1
52,0,0,8,3,11,2,6,0,1,1,29,0
44,0,0,40,5,9,2,12,0,4,1,38,0
42,0,0,40,3,11,2,10,5,4,0,38,0
60,0,0,50,7,11,2,0,0,4,1,38,1
31,0,0,40,3,9,4,10,1,4,1,38,0
30,0,0,40,3,15,4,3,4,2,1,38,0
23,0,0,25,3,15,4,10,3,4,0,38,0
81,0,0,20,6,3,6,8,1,4,0,38,0
39,3137,0,40,3,9,2,13,0,1,1,38,0
38,0,0,40,3,0,0,7,1,1,0,31,0
21,0,0,38,3,15,4,4,1,4,0,38,0
28,0,0,40,1,11,2,3,0,4,1,38,0
34,0,0,40,3,9,4,4,1,4,0,38,0
47,0,0,40,3,11,4,8,1,4,0,38,0
36,0,0,50,3,11,2,3,0,4,1,38,0
27,0,0,99,3,11,4,14,1,4,1,38,0
56,2907,0,52,3,9,4,10,1,4,0,4,0
57,0,0,30,3,11,6,8,4,4,0,38,0
42,0,0,38,6,15,0,1,3,4,0,38,0
43,0,0,35,3,11,0,3,1,4,1,38,0
48,0,0,32,7,11,3,0,4,4,0,38,0
53,0,0,40,3,11,0,7,1,4,0,33,0
58,0,0,24,3,11,0,12,1,4,0,38,0
19,0,0,40,3,2,4,8,3,4,1,7,0
37,0,0,46,3,11,2,4,0,4,1,38,1
41,0,0,15,5,15,0,10,1,4,0,38,0
31,0,0,40,3,5,5,3,1,4,0,38,0
31,0,0,35,3,9,2,10,0,4,1,38,0
53,0,0,40,1,11,2,1,0,4,1,38,0
19,0,0,25,3,15,4,12,3,4,1,38,0
56,0,0,50,3,10,2,10,0,4,1,38,1
55,0,0,40,0,15,2,1,5,4,0,38,1
51,0,0,40,3,4,2,3,2,4,0,38,0
62,0,0,40,3,15,4,1,1,4,0,38,0
43,0,0,50,3,15,2,12,0,4,1,38,1
45,0,0,48,7,5,0,0,1,0,1,38,0
28,0,0,45,1,11,2,3,0,4,1,38,0
46,0,0,40,3,11,2,4,0,4,1,38,1
62,0,0,40,6,9,2,10,0,4,1,38,0
57,0,0,30,1,11,6,8,4,4,0,38,0
60,0,0,45,1,9,2,10,5,4,0,38,1
23,0,0,40,0,15,4,6,1,4,1,38,0
47,99999,0,60,3,15,2,12,0,4,1,38,1
21,0,0,8,3,15,4,1,3,4,0,38,0
51,0,0,48,3,11,2,6,0,4,1,38,0
61,0,0,40,1,11,2,6,0,4,1,38,0
52,99999,0,30,5,9,2,1,5,4,0,38,1
76,0,0,40,3,9,2,4,0,4,1,38,0
24,0,0,39,3,15,4,6,1,4,1,38,0
31,0,0,55,5,9,4,3,1,4,1,38,0
43,15024,0,50,3,9,2,4,0,4,1,38,1
58,0,0,40,0,15,6,10,4,0,0,38,0
18,0,1602,24,7,15,4,0,3,4,0,38,0
19,0,0,25,3,2,4,1,3,4,0,38,0
44,0,0,45,3,15,0,4,2,4,0,38,0
41,0,0,7,1,15,4,10,2,4,1,38,0
21,0,0,20,3,15,4,12,3,1,1,39,0
40,0,0,35,3,11,0,6,1,2,1,38,0
25,0,0,30,3,15,4,8,3,4,1,1,0
62,0,0,40,1,10,6,10,4,4,0,19,0
42,0,0,40,3,11,2,3,0,4,1,38,0
35,0,0,40,3,8,4,13,1,4,1,38,0
19,0,0,12,3,11,4,12,3,4,0,38,0
60,0,0,40,3,11,2,8,5,4,0,38,0
20,0,0,40,3,11,4,12,3,3,1,32,0
23,0,0,25,3,7,2,6,0,4,1,38,0
18,0,0,40,3,11,4,1,3,4,0,38,0
40,0,0,45,3,15,2,4,0,4,1,38,1
19,0,0,15,3,15,4,8,3,4,0,38,0
51,0,0,40,3,11,0,10,1,4,0,38,0
41,0,0,50,1,9,2,11,0,4,1,38,0
18,0,0,20,3,0,4,8,3,4,0,38,0
41,0,0,40,3,15,3,12,4,2,0,38,0
27,0,0,40,3,15,4,4,3,4,0,38,0
71,0,0,28,5,3,0,3,1,4,0,38,0
25,0,0,40,3,2,2,7,0,4,1,7,0
73,0,0,20,3,11,0,8,1,4,0,38,0
45,0,0,40,3,15,2,8,0,4,1,38,0
25,0,0,40,3,15,2,12,0,4,1,38,1
50,0,0,16,3,11,2,10,5,4,0,38,0
44,0,0,40,3,11,2,14,0,4,1,6,0
44,0,0,40,1,8,0,11,3,4,0,4,0
49,3103,0,45,3,11,2,3,0,4,1,38,1
44,7688,0,45,4,15,2,4,0,4,1,38,1
42,0,0,40,0,11,0,1,1,4,0,38,0
20,0,0,45,3,11,4,9,1,4,0,38,0
66,0,0,18,3,11,6,13,1,4,0,38,0
19,0,0,15,3,15,4,4,3,4,1,38,0
60,0,0,55,3,15,2,3,0,4,1,38,0
46,0,0,40,3,8,5,10,1,4,1,38,0
42,0,0,35,3,8,0,3,1,4,1,38,0
59,0,0,52,3,15,0,4,1,4,0,27,0
58,5178,0,60,3,7,2,4,0,4,1,38,1
47,0,0,40,3,11,0,1,4,4,0,38,0
58,0,0,36,3,15,2,13,0,4,1,38,0
69,99999,0,40,7,9,2,0,0,4,1,38,1
17,0,0,40,7,0,4,0,3,4,0,38,0
19,0,0,24,3,1,4,5,3,4,1,38,0
28,0,0,70,3,15,2,13,0,4,1,38,0
37,0,0,40,3,11,5,10,4,0,0,38,0
30,0,0,50,3,11,2,3,0,4,1,38,0
36,0,0,40,3,15,0,10,1,4,1,38,0
45,0,2824,76,3,1,0,14,1,4,1,38,1
59,0,0,99,3,5,2,8,5,4,0,38,0
45,0,0,40,3,15,2,6,0,4,1,38,0
53,10520,0,40,1,10,0,10,1,4,0,38,1
37,0,0,40,3,11,0,12,4,4,0,38,0
26,0,0,40,3,15,4,12,1,4,0,38,0
53,0,0,40,1,6,2,3,0,4,1,38,0
44,0,0,15,6,11,2,8,5,4,0,38,0
27,0,0,40,3,9,4,3,3,4,1,38,0
22,0,0,40,3,15,4,3,3,4,1,38,0
41,0,0,40,3,11,0,14,1,4,1,38,0
53,0,0,40,3,11,2,7,0,4,1,38,0
58,0,0,40,3,11,2,4,0,4,1,38,0
34,0,0,53,7,2,5,0,4,2,0,38,0
32,0,0,60,3,9,2,10,0,4,1,38,1
32,0,0,38,3,15,2,6,0,4,1,25,0
47,7688,0,40,3,12,2,10,5,4,0,38,1
27,0,0,40,3,11,2,5,0,4,1,38,0
25,0,0,40,3,15,4,6,1,4,1,38,0
40,0,0,40,3,0,0,7,1,2,0,38,0
36,0,0,92,5,15,2,12,0,4,1,38,0
23,0,0,40,1,11,4,14,3,4,1,38,0
44,0,0,40,3,6,2,7,0,2,1,38,0
19,0,0,60,3,11,4,3,3,4,1,38,0
42,0,0,40,3,9,4,12,1,4,1,38,0
60,0,0,15,5,15,2,5,0,4,1,38,0
41,0,1848,45,3,11,2,12,0,4,1,38,1
45,0,0,40,0,11,4,14,4,1,0,38,0
67,0,0,49,7,4,2,0,0,4,1,38,0
36,0,0,48,5,9,2,14,0,2,1,38,0
52,0,0,40,6,12,0,10,1,1,0,38,0
28,0,0,18,3,10,4,1,3,4,1,38,0
83,0,0,20,4,11,0,12,1,4,1,38,0
17,0,0,20,3,1,4,8,3,4,1,38,0
27,0,0,40,3,8,4,3,1,4,1,38,0
35,0,0,60,5,8,4,5,1,4,1,38,0
40,0,0,40,3,15,4,1,1,4,0,38,0
23,0,0,25,3,7,2,12,5,4,0,38,0
51,0,0,40,1,1,2,6,0,2,1,38,0
51,0,0,54,3,3,2,8,0,4,1,25,0
82,0,0,20,7,0,6,0,1,4,1,38,0
28,0,0,45,3,11,4,4,1,4,0,38,0
53,0,0,50,3,11,2,8,0,4,1,10,1
29,0,0,35,3,9,4,1,1,4,0,1,0
19,0,0,45,3,11,4,3,1,4,1,38,0
30,0,0,50,3,9,3,12,1,4,0,38,0
23,0,0,40,3,5,4,7,3,2,0,5,0
66,0,0,15,3,9,2,12,0,4,1,38,1
27,0,0,40,3,1,4,3,1,4,1,38,0
35,0,0,40,3,11,2,7,0,2,1,38,0
17,0,0,15,3,2,4,6,3,4,1,38,0
27,0,0,40,3,11,4,7,1,4,1,38,0
27,0,0,50,3,14,4,10,1,4,1,38,0
44,15024,0,40,1,9,2,11,5,2,0,38,1
64,0,0,16,3,11,2,14,0,4,1,38,0
62,0,0,15,4,11,6,12,1,4,0,38,0
26,0,0,40,3,15,2,12,0,4,1,38,0
40,0,0,40,3,11,5,7,4,4,1,38,0
40,0,0,40,3,10,2,10,0,4,1,38,1
35,0,0,40,3,11,0,1,3,4,0,38,0
25,0,0,40,3,9,4,10,3,1,1,35,0
52,0,0,24,1,15,6,1,1,4,0,38,0
46,0,0,40,3,15,2,1,5,4,0,38,1
30,0,0,40,3,11,2,3,0,0,1,38,0
52,0,0,40,3,15,2,4,0,4,1,38,1
28,0,0,40,3,11,4,14,1,3,1,38,0
17,0,0,25,3,0,4,8,3,4,0,38,0
46,0,0,40,6,15,4,8,3,2,0,38,0
45,0,0,40,3,9,0,4,1,4,1,38,1
21,1055,0,32,3,15,4,10,3,4,0,38,0
18,0,0,40,5,11,2,8,5,4,0,38,0
17,0,1721,15,3,1,4,8,3,4,1,38,0
90,0,0,37,3,15,0,12,4,2,0,38,0
23,0,0,40,3,15,4,3,1,4,1,38,0
41,0,0,40,3,9,2,10,0,4,1,38,1
19,0,0,50,5,15,4,5,3,4,1,38,0
69,0,0,40,3,11,2,14,0,4,1,38,0
23,0,0,32,0,7,4,4,4,4,0,38,0
28,0,0,54,3,15,4,13,1,4,1,38,0
37,0,1977,45,3,7,2,12,0,4,1,38,1
57,0,0,30,3,11,2,12,0,4,1,38,0
30,0,1974,40,1,15,4,11,1,2,1,38,0
48,914,0,40,3,11,5,1,4,4,0,38,0
73,0,0,32,3,11,6,8,2,4,0,38,0
25,0,0,40,3,4,4,7,2,4,1,25,0
33,0,0,40,3,12,4,4,1,4,1,38,1
36,0,0,40,3,11,2,7,0,4,1,38,0
28,3411,0,40,3,11,2,3,0,4,1,38,0
57,0,0,40,3,11,0,8,4,4,0,38,0
31,0,0,40,3,15,4,8,4,2,0,38,0
35,0,0,38,7,6,0,0,3,0,1,38,0
40,0,0,48,6,11,0,8,1,2,0,38,0
32,0,0,40,3,15,4,10,3,4,0,38,0
35,0,0,40,7,9,4,0,1,4,1,38,0
26,0,0,40,3,11,4,1,4,2,0,22,0
27,0,0,40,4,15,5,12,3,4,0,38,0
17,0,1602,18,3,0,4,8,3,4,0,38,0
29,0,0,40,3,15,4,3,1,4,0,38,0
18,0,0,30,3,1,4,8,3,4,0,38,0
20,0,0,30,3,15,4,12,1,4,1,38,0
69,0,0,24,7,11,2,0,0,4,1,38,0
18,0,0,40,6,15,4,8,1,4,0,38,0
56,0,0,40,3,11,4,8,1,2,0,38,0
40,0,0,8,3,15,5,8,4,4,0,38,0
46,0,0,40,3,15,0,4,1,4,1,38,0
41,0,0,40,3,2,2,11,0,2,1,38,0
53,0,0,40,3,15,6,4,4,4,0,38,0
50,0,0,50,3,12,2,4,0,4,1,38,1
23,0,0,50,3,1,4,6,3,4,1,38,0
40,0,0,40,3,9,3,4,1,4,1,38,1
54,0,0,40,4,15,2,14,0,4,1,38,1
45,0,0,40,3,15,0,4,1,4,0,38,0
53,0,0,40,1,11,2,14,0,2,1,38,1
17,0,0,20,7,1,4,0,3,4,1,28,0
50,0,0,40,1,9,0,4,1,4,0,38,1
22,0,0,25,7,9,4,0,1,4,1,38,0
30,0,0,40,3,9,4,8,4,4,1,38,0
40,0,0,40,4,9,2,3,0,4,1,38,0
36,0,0,40,6,12,4,10,1,4,1,38,0
25,0,0,50,5,7,4,12,1,4,1,38,0
29,0,0,40,3,11,2,7,0,4,1,38,0
29,0,0,50,3,9,4,5,3,4,1,38,0
22,0,0,40,3,9,4,12,1,4,0,38,0
56,0,0,50,3,9,0,10,4,2,0,13,0
60,0,0,40,1,12,2,4,0,4,1,38,1
37,3464,0,50,3,11,2,7,0,4,1,38,0
53,0,0,40,3,5,0,7,1,4,0,38,0
23,0,0,20,6,15,4,1,3,4,0,38,0
18,0,0,10,3,11,4,9,2,4,0,38,0
36,3325,0,45,3,15,0,12,1,4,0,38,0
67,9386,0,50,4,11,2,4,0,4,1,38,1
31,0,0,60,3,11,4,6,1,4,1,38,0
26,0,0,48,3,9,2,12,0,4,1,38,1
18,0,0,20,3,1,4,1,2,1,0,38,0
45,0,0,40,1,12,0,10,4,2,0,38,0
64,0,0,40,3,1,2,12,0,4,1,38,0
26,0,0,38,3,11,4,12,1,4,0,38,0
53,0,0,40,3,15,0,10,1,4,0,38,0
27,0,0,28,3,11,4,6,2,4,1,12,0
32,0,0,40,3,15,0,7,4,0,1,38,0
49,14084,0,30,5,11,0,4,4,4,0,38,1
59,0,0,40,3,0,2,3,0,4,1,38,1
44,7688,0,55,3,12,2,10,0,4,1,38,1
61,0,0,60,5,11,2,5,0,4,1,38,0
41,0,0,40,7,11,0,0,4,4,0,38,0
46,0,0,37,6,11,5,1,4,4,0,38,0
32,0,0,40,3,11,4,1,1,4,1,38,0
29,0,0,35,3,11,4,12,1,4,0,38,0
48,0,0,40,3,12,4,4,1,4,1,38,0
32,0,0,30,3,15,0,4,4,4,0,38,0
21,0,0,35,3,11,4,6,3,4,0,38,0
50,0,0,50,5,14,2,10,0,4,1,38,1
44,0,0,44,1,12,2,10,0,4,1,38,1
51,0,0,40,3,11,5,1,2,4,0,38,0
42,0,0,40,3,11,2,3,0,4,1,38,1
27,0,0,40,3,9,4,11,3,4,0,38,0
70,0,0,3,5,11,2,4,0,4,1,38,0
33,0,0,40,3,11,0,4,1,4,0,38,0
65,10605,0,60,5,11,2,5,0,4,1,38,1
39,0,0,40,3,12,4,1,1,4,1,38,0
32,0,0,40,3,11,2,3,0,4,1,38,0
30,0,0,40,3,15,0,10,4,4,0,38,0
43,0,0,40,4,15,2,4,0,4,1,38,0
31,0,0,40,3,6,4,8,3,4,1,38,0
64,0,0,40,0,9,0,1,1,2,0,38,0
37,0,0,52,1,15,5,11,3,3,1,38,0
49,0,0,40,5,11,0,12,1,4,1,38,0
29,0,0,48,3,1,4,7,3,4,1,38,0
35,0,0,40,1,11,0,4,1,4,1,38,0
37,0,1740,45,3,7,2,10,0,4,1,38,0
42,0,0,50,6,12,2,10,0,4,1,38,1
21,0,0,40,7,15,4,0,3,4,1,38,0
23,0,0,40,3,7,4,12,1,4,1,38,0
35,0,0,40,1,11,4,8,4,2,0,38,0
29,0,0,40,6,8,2,11,0,4,1,38,1
23,0,0,25,3,15,4,8,4,4,0,38,0
21,0,0,20,3,15,4,8,1,4,0,38,0
45,0,0,40,3,9,4,10,1,4,1,38,0
24,0,0,50,7,9,4,0,1,4,1,38,0
38,594,0,50,3,11,4,6,1,4,1,38,0
28,0,0,38,7,0,4,0,3,4,0,38,0
23,0,0,48,3,11,4,12,4,4,0,38,0
39,0,0,60,5,9,4,12,3,1,1,19,0
45,15024,0,50,3,12,2,4,0,4,1,38,1
68,0,0,43,3,7,0,4,1,4,0,38,0
60,4934,0,40,0,8,0,10,4,4,1,38,1
38,7688,0,40,6,10,2,10,5,4,0,38,1
41,0,0,40,3,2,5,3,1,2,1,38,0
48,0,0,40,3,11,0,3,2,4,1,38,0
33,0,0,40,3,11,2,7,0,4,1,38,0
48,0,0,40,3,8,2,3,0,4,1,38,0
23,0,0,20,1,15,4,1,3,4,0,38,0
26,0,0,45,3,6,2,3,0,4,1,38,0
55,0,2415,50,4,9,2,4,0,4,1,38,1
35,0,0,75,6,12,2,10,0,4,1,38,0
52,3103,0,55,3,15,2,4,0,4,1,38,1
46,0,0,38,6,11,5,1,4,4,0,38,0
72,0,0,1,7,11,2,0,0,1,1,38,0
18,0,0,30,3,11,4,8,3,4,0,38,0
62,0,0,40,1,11,0,14,2,4,1,38,0
22,0,0,30,3,15,4,14,3,4,0,38,0
40,7298,0,40,3,15,2,1,5,4,0,38,1
26,0,0,50,3,15,2,12,0,4,1,38,0
35,0,0,36,3,7,3,12,3,2,0,38,0
25,0,0,40,5,11,4,12,4,1,0,38,0
46,0,0,35,7,8,2,0,5,2,0,38,1
39,0,1564,50,3,9,3,3,1,4,1,38,1
41,0,0,45,3,15,2,3,0,2,1,38,1
59,0,0,40,3,9,2,6,0,4,1,21,1
37,0,0,40,3,11,2,3,0,4,1,38,0
38,0,0,43,3,15,2,3,0,4,1,38,0
33,0,0,40,3,9,4,4,1,1,1,38,0
23,0,0,40,3,7,2,8,5,4,0,32,0
67,18481,0,2,5,12,6,10,1,4,1,38,1
60,8614,0,48,3,9,0,10,1,4,0,38,1
39,0,0,50,4,9,2,10,0,4,1,38,1
32,0,1887,60,5,11,2,14,0,4,1,38,1
26,0,0,45,3,9,4,10,1,4,0,38,0
39,0,0,50,3,11,0,13,4,4,0,38,0
28,0,0,40,3,15,4,1,1,4,0,38,0
29,0,0,52,3,1,0,3,4,4,0,38,0
43,0,0,50,3,8,2,3,0,4,1,38,0
23,0,0,25,3,15,4,13,3,4,1,38,0
32,0,1977,45,3,9,2,12,0,4,1,38,1
33,0,0,60,5,15,2,10,5,4,0,38,1
45,0,0,35,3,11,0,8,1,2,0,38,0
48,0,0,40,3,11,0,3,4,4,1,38,0
43,15024,0,45,1,14,2,10,0,4,1,38,1
50,0,0,40,5,11,2,14,0,4,1,38,1
63,0,0,40,3,9,4,13,1,4,1,38,1
55,3103,0,40,3,11,2,3,0,4,1,38,1
22,0,0,35,3,9,4,4,3,4,0,38,0
32,0,0,60,5,11,4,8,4,4,1,38,0
27,0,0,55,3,7,2,4,0,4,1,38,0
22,0,0,15,3,9,4,12,3,4,0,38,0
44,0,0,68,3,11,0,14,1,4,1,38,0
34,0,0,40,3,11,5,8,1,4,0,38,0
28,0,0,40,3,11,4,7,1,4,0,38,0
40,15024,0,24,3,12,2,10,5,4,0,38,1
45,0,0,55,3,15,2,14,0,4,1,38,0
17,0,0,15,3,0,4,8,3,4,1,38,0
53,0,0,45,5,2,2,3,0,4,1,38,0
58,0,0,40,3,7,2,3,0,4,1,38,1
55,0,0,35,5,11,4,3,3,4,1,38,0
44,0,0,44,1,8,4,3,1,4,1,38,0
40,0,0,30,5,11,2,3,0,4,1,38,0
58,0,0,50,5,12,2,4,0,4,1,38,0
38,0,0,40,3,11,2,3,0,4,1,38,1
62,1055,0,22,3,6,4,9,1,2,0,38,0
31,3464,0,38,3,8,2,3,0,4,1,38,0
31,0,0,40,3,1,2,3,0,4,1,25,0
30,0,1876,45,3,11,4,4,1,4,1,38,0
37,0,0,40,3,11,0,1,4,4,0,25,0
38,0,1876,40,1,11,4,3,1,4,1,1,0
58,0,0,40,1,2,2,5,0,4,1,38,0
30,0,0,50,3,9,2,4,0,4,1,38,1
28,4650,0,40,3,8,4,10,1,4,0,38,0
46,0,0,70,3,15,0,4,4,4,0,38,0
34,0,0,40,3,9,4,13,1,4,0,38,0
39,0,0,99,4,15,0,3,1,4,1,38,0
61,0,0,20,4,15,6,12,1,4,0,38,0
30,0,0,40,5,8,0,7,1,4,0,38,0
31,0,0,40,3,11,5,8,1,4,0,38,0
21,0,0,40,3,11,4,1,3,4,1,38,0
50,0,0,58,3,11,2,7,0,4,1,38,0
47,0,0,33,3,11,4,1,1,4,1,38,0
